Drug:0 CC1=CN=C2N1C=CN=C2NCC1=CC=NC=C1
Drug:3647 [H][C@@](CO)(C(C)C)N1C=C(C(O)=O)C(=O)C2=C1C=C(OC)C(CC1=C(F)C(Cl)=CC=C1)=C2
Drug:3648 CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O
Drug:3649 NC(=O)NCC1=CC(=CC=C1)C1=C(O)C(=CC=C1)C1=CC2=C(N1)C=CN=C2
Drug:3650 NS(=O)(=O)C1=CC=C(NC2=CN3C=C(C=CC3=N2)C(=O)C2=C(Cl)C=CC=C2Cl)C=C1
Drug:3651 CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)[C@@H](C)CC
Drug:3652 CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
Drug:3653 OC(=O)CCC(=O)CCC(=O)CCC(O)=O
Drug:3654 COCCOC1=C(OC)C=C2C(=C1)N=CC1=C(N)N=C(C=C21)N1C=CN=C1
Drug:3655 NC(=N)C1=CC=C(NC(=O)NC2=CC=C(OC3=CC=CC=C3)C=C2)C=C1
Drug:3656 CN1C=NN=C1SC1=NC(C(=O)NC2=NC(C)=CS2)=C(SC2=CC=C(F)C=C2)C=C1
Drug:3657 CC(C)(N)C1=CC=C(C=C1)C1=NC(NC2=CC=C(CCN3CCOCC3)C=C2)=NC=C1Cl
Drug:3658 CO[C@H]1[C@@H](CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O
Drug:3659 [H][C@@](CC1=CC=CC=C1)(OC1=CC=C(Cl)C=C1)C(O)=O
Drug:3660 FC1=CC(F)=C(SC2=NN3C=NC(=O)C(=C3C=C2)C2=C(Cl)C=CC=C2Cl)C=C1
Drug:3661 CN(C)CC(=O)NC1=CC2=C(NC(=O)C3=CC=CC=C23)C=C1
Drug:3662 NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
Drug:3663 [NH3+][C@@H]1C[C@H]1C1=CC=CC=C1
Drug:3664 NC(=O)C1=CC(NC2=NC(NC3=C(Cl)C=CC4=C3OCO4)=CC=N2)=CC=C1
Drug:3665 CC1=NC(C)=C(S1)C1=CC=NC(N\C=N/O)=N1
Drug:3666 [H][C@]12CC(N(C(=O)C3CC4=CC=CC=C4CN3C(=O)[C@H](CO)NC(=O)[C@H](CC3=CC=CS3)NC(=O)CNC(=O)C3C[C@@H](O)CN3C(=O)C3CCCN3C(=O)C(CCCN=C(N)N)NC(=O)[C@H](N)CCCN=C(N)N)[C@@]1([H])CCCC2)C(=O)N[C@@H](CCCN=C(N)N)C(O)=O
Drug:3667 O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[H][C@@]1(O[Sb]2(O)(O[Sb]34([O-])O[C@@H](C([O-])=O)[C@@]([H])(O3)[C@]([H])(O4)[C@H](O)CO)O[C@@H](C([O-])=O)[C@@]1([H])O2)[C@H](O)CO
Drug:3668 [H][C@](N)(CC1=CC(Br)=C(O)C(Br)=C1)C(O)=O
Drug:3669 OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O
Drug:3670 COC(=O)C(C1CCCCN1)C1=CC=CC=C1
Drug:3671 COC1=NC=CN=C1C(C)C
Drug:3672 OC(=O)C1=C2CCCCC2=CC=C1NS(=O)(=O)C1=CC=CC=C1
Drug:3673 CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1
Drug:3674 CCOCCOCCOCC
Drug:3675 CC(N)C(=O)NC1=C(C)C=CC=C1C
Drug:3676 [H][C@](C)(C#CC1=C(C)N=C(N)N=C1N)C1=CC(OC)=CC(=C1)C1=CC=CC=C1
Drug:3677 CC[N+]1=C(C)C(C(=O)OC(C)C)=C(C2=CC=CC=C2Cl)C(C(O)=O)=C1C(O)=O
Drug:3678 COC1=C(F)C(F)=C(C(N)=O)C(F)=C1F
Drug:3679 [H]\C(=C(\C)[C@]1([H])C\C([H])=C(C)/CCC[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C(=O)C(C)(C)[C@@]([H])(O)CC(=O)O1)C1=CSC(C)=N1
Drug:3680 [H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1
Drug:3681 CC(C)C[C@H](NS(=O)(=O)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)NCCCCN=C(N)N
Drug:3682 [H]\C(CCCCCCCC)=C(\[H])CCCCCCCC(=O)O[C@]([H])(COC(=O)CCCCCCCCCCCCCCC)COP([O-])(=O)O[C@@]1([H])[C@]([H])(O)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O
Drug:3683 NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Drug:3684 [H][C@](CO)(CCC1=CC=CC=C1)N1C=NC(=C1)C(N)=O
Drug:3685 NCCCNC1=CC=CC=C1[N+]([O-])=O
Drug:3686 CC1(C)CC2=C(SC(=N2)N2CCOCC2)C(=O)C1
Drug:3687 CC1=CC(CNC(=O)C2=CC(=NC=N2)C(=O)NCC2=CC=CC(C)=C2)=CC=C1
Drug:3688 [H][C@@](CC)(C=O)[C@@]([H])(CNS(=O)(=O)C1=CC=C(C)C=C1)C(O)=O
Drug:3689 [H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])CC(=O)CC[C@]12C
Drug:3690 CSCC[C@H](NC(C)=O)C(O)=O
Drug:3691 CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)NC2=NC=C(Cl)C=C2)[C@@H](C1)NC(=O)C1=NC2=C(CN(C)CC2)S1
Drug:3692 [H][C@@]1(C[C@]([H])(OC(=O)C2=CC=CC=C2NC)[C@@]([H])(COP(O)(=O)OP(O)(O)=O)O1)N1C=NC2=C(N)N=CN=C12
Drug:3693 COC1=CC=C(C=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1
Drug:3694 OC1=CC(O)=C(Cl)C=C1C1=NOC2=C1C=C(NCCN1CCOCC1)C=C2
Drug:3695 [H][C@](C)(CC)[C@]([H])(NC(=O)[C@@]1([H])O[C@]1([H])C(=O)NCCC)C(=O)N1CCC[C@@]1([H])C(=O)OC
Drug:3696 C(CN1C=CC=C1)OC1=CC2=C(NC=C2)C=C1
Drug:3697 [H][C@@]1(C#N)C2=C(N(C)C3=CC(Cl)=CC=C23)C(=O)NC11CCNCC1
Drug:3698 CCCCCCCCCCCCCCCCOC[C@H](CO[P@@]([O-])(=O)OCC[N+](C)(C)C)OC(C)=O
Drug:3699 [H][C@@](N)(CC)CCC(O)=O
Drug:3700 N[C@@H](CCCN\C(N)=[NH+]\CC=C)C(O)=O
Drug:3701 COC1=CC=CC(CC2=CNC3=C2C=CC=N3)=C1
Drug:3702 OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1
Drug:3703 [H][C@@]12C[C@@]3([H])C[C@@](C1)(C[C@@]([H])(C2)[C@@]3([H])NC(=O)C(C)(C)OC1=CC=C(OC)C=C1)C(N)=O
Drug:3704 [H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@@]([H])(O)[C@@]1([H])N=C(C)O
Drug:3705 OS(=O)(=O)C1=CC=C2NC(=O)\C(=C3/NC4=CC=CC=C4C3=O)C2=C1
Drug:3706 COC1=CC(=CC=C1)C1=CC(=CC=C1)[C@]1(C)CC(=O)N(C)C(N)=N1
Drug:3707 [H]N([H])C(=O)[C@H](CC1=CN([H])C2=CC=CC=C12)N([H])C(=O)[C@H](CCCC1=CC=CC=C1)CP(O)(=O)[C@@H](CC1=CC=CC=C1)N([H])C(=O)OCC1=CC=CC=C1
Drug:3708 CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CC(=N2)C#N
Drug:3709 [H][C@]1(CCN(C1)C1=NC=NC2=CC(OC)=C(OC)C=C12)OC1=CC2=CC=CC=C2C=C1
Drug:3710 [H][C@@](CC(C)C)(N[C@@]([H])(C1=CC=C(C=C1)C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F)C(=O)NCCN
Drug:3711 NC1=CC(O)=C(C=C1)C(O)=O
Drug:3712 CCC(=O)O[C@@H](O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C
Drug:3713 [H]N(C1=CC=C(OC[C@H](O)CN(C)C)C=C1)C1=NC=C(Br)C(=N1)N([H])C1=CC=CC=C1
Drug:3714 [H][C@]1(C)N=C(O)C[C@]([H])(N=C(O)C[C@]([H])(N=C(O)[C@]([H])(CC2=CC=CC=C2)N(C)C(=O)[C@]([H])(CCCNC(=N)NC(O)=NC)N=C1O)C(O)=O)C(O)=O
Drug:3715 NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC(F)=C(F)C(F)=C1
Drug:3716 [H][C@@](N)(COC1=CN=CC(=C1)C1=CC2=CNN=C2C=C1)CC1=C2C=CC=CC2([H])N=C1
Drug:3717 N#CCC1=CC=C(NC2=NC3=CC=CC=C3C(NC3=NNC(=C3)C3CC3)=N2)C=C1
Drug:3718 COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
Drug:3719 CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O
Drug:3720 [H][C@](C)(OC1=C(SC(=C1)N1C=NC2=CC(OC)=C(OC)C=C12)C(N)=O)C1=CC=CC=C1Cl
Drug:3721 FC1=CC(=CC(=C1)C(=O)NC1=CC=C2C=CN(CCC3=CC=NC=C3)C2=C1)N1CCOCC1
Drug:3722 [H][C@@]1(CC(C)C)CN(CCN1C(=O)C1=NC=C(C=N1)C1=CC=NC=C1)S(=O)(=O)C1=CC2=CC(Cl)=CC=C2N1
Drug:3723 CCCOC1=CC(=CC=C1OC)[C@]1(C)CNC(=O)O1
Drug:3724 [H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O
Drug:3725 ClC1=CC=C(C=C1)C1(CCNCC1)C1=CC=C(C=C1)C1=C2N=CNC2=NC=N1
Drug:3726 CCOC(=O)C1=C(C)N([NH+]=C1C)C1=CC=CC=C1
Drug:3727 NC(=N)C1=CC=C(O)C(CN2CC[C@H](NS(=O)(=O)C3=CC4=C(S3)C=CC=N4)C2=O)=C1
Drug:3728 CN(CCCOC1=CC=C(Cl)C=C1Cl)CC#C
Drug:3729 O=C1NC=CC(=O)N1
Drug:3730 [H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CSC(O)OCC1=CC=C(C=C1)[N+]([O-])=O)C(=O)N([H])CC(O)=O)C(O)=O
Drug:3731 [H][C@](CCCCC(N)=N)(C(O)=O)[C@@]1([H])C2=C(C[C@]1([H])O)C=CC(=C2)C1=CC=C(O)C=C1
Drug:3732 [H]\C(C[C@](CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)(N1N=NC2=CC=CC=C12)C1=NC2=CC=CC=C2S1)=C(\[H])C1=CC=CC=C1
Drug:3733 [H]\C(=C(\C)[C@]1([H])C[C@]2([H])O[C@]2(C)CCC[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C(=O)C(C)(C)[C@@]([H])(O)CC(=O)O1)C1=CSC(C)=N1
Drug:3734 ClC1=CC(=CC(Cl)=C1)C1=C(C#N)[C@@]2(CC3=CC=C(C=C3)C#N)CCCN2C1=O
Drug:3735 C(N1C=CN=C1)C1=CC=CC=C1
Drug:3736 NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
Drug:3737 COC1=CC=C(C=C1OC1CCCC1)C(\C)=N\OC(N)=O
Drug:3738 CCCCC=O
Drug:3739 CC(C[N+](C)(C)C)OC(C)=O
Drug:3740 NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=C(F)C=C(F)C=C1F
Drug:3741 OC(=O)C(=O)NC1=C(C(O)=O)C2=C(CSCC2)S1
Drug:3742 OC1=CC=C2C(OC(=O)C=C2C2=CC=CC=C2)=C1O
Drug:3743 OC(=O)CN1C=C(CC2=NC3=C(S2)C(F)=CC(F)=C3F)C2=C1C=CC=C2
Drug:3744 [H][C@](CS)(CC1=CC=CC=C1)C(=O)NCC(O)=O
Drug:3745 CC(=O)N1C2=CC=CC=C2C2=C1C(=O)CCC2
Drug:3746 [H][C@]1(CO)O[C@@]2(N=C(O)N(N)C2=O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
Drug:3747 O=C([C@@](C)([H])N1CC[C@]([H])(NS(=O)(=O)\C=C\C2=CC=C(Cl)S2)C1=O)N1CCOCC1
Drug:3748 [H][C@]1(CC)CNCC2=C1C=C(NC(=O)C1=CC=C3C=C(C=CC3=C1)C(N)=N)C=C2
Drug:3749 FC(F)(F)C1=CC=CC(NC(=O)NC2=NC=C(CCNC3=NC=NC4=C3SC=C4)S2)=C1
Drug:3750 [H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO
Drug:3751 [I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC
Drug:3752 [H][C@]1(CC2=C(CN1C(=O)OCC1=CC=CC=C1)C=C(NS(O)(=O)=O)C=C2)C(=O)NC
Drug:3753 [H]N([C@@H](CC1=CC=CC2=CC=CC=C12)[B-](O)(O)O)C(C)=O
Drug:3754 CC1=C(CCOC2=CC=C(CC3C(=O)NOC3=O)C=C2)N=C(O1)C1=CC=CC=C1
Drug:3755 [H][C@]1(CO)CC2=CC=C(C=C2CN1)S(=O)(=O)NC1=CC=C(Cl)C=C1
Drug:3756 COC1=CC(OC)=C(NC(=O)NC2=NC=C(N=C2)C#N)C=C1Cl
Drug:3757 OCCCCO
Drug:3758 C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O
Drug:3759 OCC[C@@H](O)[C@H](O)[C@H](O)\C=C\P(O)(O)=O
Drug:3760 OC(=O)C1=CC=CC=C1O
Drug:3761 [H][C@]12SCC(CSC3=NC(=O)C(=O)NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
Drug:3762 [H][C@@]12CC[C@H](OC(=O)CCC3=CC=CC=C3)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
Drug:3763 OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl
Drug:3764 COC1=CC=C(OC2=CC=CC3=NC(N)=NC(N)=C23)C=C1
Drug:3765 CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1
Drug:3766 CC1=C2C(=CC=C1)N=C1N(CC[C@@]1(O)C2=O)C1=CC=CC=C1
Drug:3767 CCCCCCCCC(O)(P(O)(O)=O)P(O)(O)=O
Drug:3768 OCCNC1=NC=NC2=C1C(=C(O2)C1=CC=CC=C1)C1=CC=CC=C1
Drug:3769 CNC(=O)[C@@H]1CC2=CC=C(NS(O)(=O)=O)C=C2CN1C(=O)OC(C)(C)C
Drug:3770 CCC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1
Drug:3771 OC(C([O-])=O)C([O-])=O
Drug:3772 CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O
Drug:3773 NC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](CO)[C@H]2O[C@@H](CP(O)(O)=O)O[C@@H]12
Drug:3774 O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)[C@@H](O)C=O
Drug:3775 NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F
Drug:3776 CNNCC1=CC=C(C=C1)C(=O)NC(C)C
Drug:3777 NS(=O)(=O)C1=CC=C(NC2=CC(OC3CCCCC3)=NC3=NC=NN23)C=C1
Drug:3778 N[C@@H](CN1C=C(I)C(=O)NC1=O)C(O)=O
Drug:3779 N[C@@H](CSCC(O)=O)C(O)=O
Drug:3780 [H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(=O)OC1([H])CC([H])(OC1([H])CO)N1C=CC(=N)N=C1O)N1C=NC2=C1NC(=N)N=C2O
Drug:3781 [K+]
Drug:3782 CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1
Drug:3783 CC(C)(C)C1=NN(C(NC(=O)NC2=C3C=CC=CC3=CC=C2)=C1)C1=CC=CC(N)=C1
Drug:3784 FC1=CC=CC(F)=C1S(=O)(=O)N1CCN(CC1)S(=O)(=O)C1=CC=C2OCCOC2=C1
Drug:3785 OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O
Drug:3786 [H][C@]1(COP(O)(O)=O)O[C@]([H])(C=C1)N1C=C(C)C(=O)NC1=O
Drug:3787 [H][C@@](CCCCC)(CC(=O)NO)C(=O)N[C@@]([H])(C(C)C)C(=O)N1CCC[C@@]1([H])CO
Drug:3788 CC1=CC(C=O)=C(OP(O)(O)=O)C(C=O)=C1
Drug:3789 O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O
Drug:3790 [H][C@]1(OS(O)(=O)=O)[C@]([H])(OS(O)(=O)=O)[C@@]([H])(OS(O)(=O)=O)[C@]([H])(OS(O)(=O)=O)[C@]([H])(OS(O)(=O)=O)[C@]1([H])OS(O)(=O)=O
Drug:3791 O[C@H]1C[C@@H](O)[C@H](O)[C@@H](COP(O)(O)=O)O1
Drug:3792 CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=C(C=C2)S(=O)(=O)N(C)C
Drug:3793 NS(=O)(=O)C1=NN=C(NS(=O)(=O)C2=CC=CC=C2)S1
Drug:3794 [H][C@@]1(CC[C@@]([H])(CC1)C1=CC=CN=C1)N(C1CC1)C(=O)C1=CC=C(C=C1)[C@](C)(O)C(F)(F)F
Drug:3795 CN(C1=CC=NN1C1=CC=CC=C1)S(=O)(=O)C1=CC=C(C)C=C1
Drug:3796 OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OCCCCCC3CCCCC3)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
Drug:3797 COC1=CC(CN(C)C2=CC3=C(N=C2)N=C(N)N=C3N)=C(OC)C=C1
Drug:3798 NC1=NC2(CCN(CC2)C(=O)C2=CC=C(N=C2)C#N)NC2=C(F)C=CC(F)=C12
Drug:3799 [H][C@](N)(CCCNC(N)=N)C(=O)C1=NC2=CC=CC=C2S1
Drug:3800 NCCCCN(CC1=NC2=CC=CC=C2N1)[C@H]1CCCC2=C1N=CC=C2
Drug:3801 FC1=CC=C(NC(=O)C2=NNC=C2NC(=O)C2=C(F)C=CC=C2F)C=C1
Drug:3802 NC(=O)C1=NC(=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O
Drug:3803 CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC
Drug:3804 CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O
Drug:3805 C[N+](C)(C)C
Drug:3806 CC(C)(OC1=CC=C(NC(=O)NC2=CC(Cl)=CC(Cl)=C2)C=C1)C(O)=O
Drug:3807 NC1=NC(CCC2=CC=C3C=CNC3=C2)=CC=C1
Drug:3808 CC(C)CCO[P@](O)(=O)OP(O)(O)=O
Drug:3809 OC(=O)CCC1=CC=C(S1)C1=CC(=CC=C1)[N+]([O-])=O
Drug:3810 ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1
Drug:3811 NCCC[C@@](N)(C(F)F)C(O)=O
Drug:3812 [H][C@](CCN1C(=O)C2=CC=CC=C2C1=O)(CC(=O)C1=CC=C(C=C1)C1=CC=C(OCC)C=C1)C(O)=O
Drug:3813 OC1=CC=C2[C@H](N(CCC2=C1)C1=CC=CC=C1)C1=CC=C(OCCN2CCCCC2)C=C1
Drug:3814 [H][C@](N)(C1CCCC1)C(=O)N1[C@]([H])(CN)CC[C@]1([H])C#C
Drug:3815 N[C@H](CS)C(O)=O
Drug:3816 [H]\C(S)=C(/[H])N=C(O)CCN=C(O)[C@]([H])(O)C(C)(C)CO
Drug:3817 [H][C@]1(CNC2=C(N1)C(N)=NC(N)=N2)C1=CC=CC=C1
Drug:3818 [H][C@@]1(O)OC2=C(C=CC(OC)=C2)N(O)C1=O
Drug:3819 N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12
Drug:3820 NCCCC1=CC=CC=C1
Drug:3821 COC1=CC(=CC(OC)=C1OC)N(C)CC1=C(C)C2=C(N)N=C(N)N=C2N=C1
Drug:3822 NC1=NC2=C(N=C(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=N2)C(N)=N1
Drug:3823 [H][C@@]1(CS(=O)(=O)C2=CC=C(OC)C=C2)CCCC[C@@]1([H])C(=O)NCCN
Drug:3824 CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)NC(CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O
Drug:3825 [H][C@]1(O)C=C(O[C@@]([H])(OCC(C)C)[C@]1([H])NC(C)=O)C(O)=O
Drug:3826 [H][C@@](C)(N(C)C)C1=CC(O)=CC=C1
Drug:3827 NC(N)=NN=CC1=C(Cl)C=CC=C1Cl
Drug:3828 [H][C@](NC(=O)OC(C)(C)C)(C(C)C)C(=O)NC1=CC=CC(Cl)=C1C=O
Drug:3829 ON(CC(O)=O)C=O
Drug:3830 [H][C@@](C)(NC1=NC(=O)[C@@](C)(S1)C(C)(C)O)C1=CC=C(F)C=C1
Drug:3831 NC1=NC2=C(N(CCNC(CO)CO)C=N2)C(=O)N1
Drug:3832 OC[C@H](O)C(=O)N1CCC(=CC1)C1=C(F)C=C(C=C1F)N1C[C@H](COC2=NOC=C2)OC1=O
Drug:3833 COC1=CC(=CC=C1O)C1=CC2=C(C=C1)\C(=C\C1=CC=CN1)C(=O)N2
Drug:3834 O=NC(=O)CNS(=O)(=O)C1=CC=C(C=C1)C1=CC=CC=C1
Drug:3835 [Na+].[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C1=CC=CC(CCCC([O-])=O)=C1O2
Drug:3836 OC(=O)COC1=CC(Cl)=CC=C1C(=O)NCC1=C(F)C=C(Br)C=C1
Drug:3837 [H][C@@]1(CCOC1)OC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)C=C1
Drug:3838 C[N+](C)(CCCCCC[N+](C)(C)C1C2=C(C=CC=C2)C2=C1C=CC=C2)C1C2=C(C=CC=C2)C2=C1C=CC=C2
Drug:3839 CCOC(=O)C(C)=O
Drug:3840 COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O
Drug:3841 [H][C@]1(C2CCN(CC2)S(C)(=O)=O)C2=C(C=C(Cl)C=C2)C(=CC2=C1N=CC=C2)N1CCNCC1
Drug:3842 C(CN1CCCCC1)OC1=CC=C(C=C1)C1=CN2N=CC(=C2N=C1)C1=CC=NC=C1
Drug:3843 N[C@@H](CCCCNC(N)=N)C(O)=O
Drug:3844 [H][C@@](CC(C)C)(NC(=S)NC1=CC=CC=C1)C(=O)N[C@]1([H])CO[C@]([H])(O)C1
Drug:3845 [H][C@@](CC1=CC=C(OP(O)(O)=O)C=C1)(N=C(C)O)C(O)=N[C@@]1([H])CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O
Drug:3846 CC(=O)NC1=NC2=C(S1)C(=O)NCCC2
Drug:3847 [H][C@@](O)(C(=O)NO)[C@@]([H])(CC(C)C)C=O
Drug:3848 [H][C@]1(CCCN1C(=O)OCC1=CC=CC=C1)C(=O)NNCCCCN
Drug:3849 CC1(C)CCC(C)(C)C2=C1C=CC(=C2)C(=O)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O
Drug:3850 [H][C@]1(NC(=O)[C@H](CC2=CC=C(OC)C=C2)NC(=O)CCCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)[C@@H](C)CC
Drug:3851 [H]N=C(CC1=CC(O)=C(O)C=C1)C(O)=O
Drug:3852 OC(=O)C1=CC=C(\C=N\OCCO\N=C\C2=CC(=O)NC(=O)N2)C=C1
Drug:3853 [H][C@](N)(C1CC1)C(=O)N1CC(=C[C@@]1([H])C1=CC=CC=C1)C1=CC(F)=CC=C1F
Drug:3854 CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN
Drug:3855 OC(=O)CC(O)=O
Drug:3856 [H][C@]1(O)[C@]([H])(O)[C@]([H])(CP(O)(O)=O)O[C@]1([H])COP(O)(O)=O
Drug:3857 [H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C
Drug:3858 [H][C@@]12CC[C@@](O)(CC=C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H]
